股票代號,股票名稱,YahooFinanceSymbol,YearStartPrice
8472,夠麻吉,8472.TWO,25.15
8473,山林水,8473.TW,36.00
8476,台境*,8476.TW,24.60
8477,創業家,8477.TWO,12.30
8478,東哥遊艇,8478.TW,206.00
8481,政伸,8481.TW,50.10
8482,商億-KY,8482.TW,89.10
8487,愛爾達-創,8487.TW,73.70
8488,吉源-KY,8488.TW,14.00
8489,三貝德,8489.TWO,36.85
8499,鼎炫-KY,8499.TW,116.00
8905,裕國,8905.TWO,31.80
8906,花王,8906.TWO,36.00
8908,欣雄,8908.TWO,46.10
8916,光隆,8916.TWO,57.50
8917,欣泰,8917.TWO,63.90
8921,沈氏,8921.TWO,26.80
8923,時報,8923.TWO,19.20
8924,大田,8924.TWO,73.60
8926,台汽電,8926.TW,41.55
8927,北基,8927.TWO,49.25
8928,鉅明,8928.TWO,33.60
8929,富堡,8929.TWO,25.30
8930,青鋼,8930.TWO,34.55
8931,大汽電,8931.TWO,48.65
8932,智通*,8932.TWO,93.20
8933,愛地雅,8933.TWO,8.37
8935,邦泰,8935.TWO,22.35
8936,國統,8936.TWO,48.40
8937,合騏,8937.TWO,149.00
8938,明安,8938.TWO,74.90
8940,新天地,8940.TW,24.30
8941,關中,8941.TWO,66.40
8942,森鉅,8942.TWO,51.40
8996,高力,8996.TW,313.50
9103,美德醫療-DR,9103.TW,6.52
9105,泰金寶-DR,9105.TW,9.48
9110,越南控-DR,9110.TW,7.00
9136,巨騰-DR,9136.TW,6.75
9802,鈺齊-KY,9802.TW,118.00
9902,台火,9902.TW,15.95
9904,寶成,9904.TW,37.10
9905,大華,9905.TW,22.85
9906,欣巴巴,9906.TW,121.00
9907,統一實,9907.TW,15.20
9908,大台北,9908.TW,30.05
9910,豐泰,9910.TW,132.50
9911,櫻花,9911.TW,83.20
9912,偉聯,9912.TW,12.15
9914,美利達,9914.TW,153.00
9917,中保科,9917.TW,123.50
9918,欣天然,9918.TW,39.60
9919,康那香,9919.TW,18.50
9921,巨大,9921.TW,141.50
9924,福興,9924.TW,52.00
9925,新保,9925.TW,40.90
9926,新海,9926.TW,50.80
9927,泰銘,9927.TW,63.70
9928,中視,9928.TW,16.50
9929,秋雨,9929.TW,15.30
9930,中聯資源,9930.TW,66.80
9931,欣高,9931.TW,34.10
9933,中鼎,9933.TW,38.75
9934,成霖,9934.TW,13.65
9935,慶豐富,9935.TW,28.80
9937,全國,9937.TW,63.20
9938,百和,9938.TW,68.20
9939,宏全,9939.TW,147.00
9940,信義,9940.TW,28.50
9941,裕融,9941.TW,104.00
9942,茂順,9942.TW,113.00
9943,好樂迪,9943.TW,78.90
9944,新麗,9944.TW,20.75
9945,潤泰新,9945.TW,42.70
9946,三發地產,9946.TW,22.60
9949,琉園,9949.TWO,25.80
9950,萬國通,9950.TWO,15.40
9951,皇田,9951.TWO,53.80
9955,佳龍,9955.TW,28.45
9958,世紀鋼,9958.TW,164.00
9960,邁達康,9960.TWO,25.45
9962,有益,9962.TWO,14.55
0050,元大台灣50,0050.TW,195.65
0051,元大中型100,0051.TW,76.95
0052,富邦科技,0052.TW,194.35
0053,元大電子,0053.TW,103.00
0055,元大MSCI金融,0055.TW,28.12
0056,元大高股息,0056.TW,36.64
0057,富邦摩台,0057.TW,143.85
0061,元大寶滬深,0061.TW,19.60
